170,374,278,82.16261,40,77,58.5
181,346,233,75.98598,47,68,57.5
188,382,311,88.15205,40,81,60.5
155,325,283,76.28576,47,70,58.5
188,358,310,85.57155,44,70,57
168,379,280,82.70373,42,81,61.5
179,373,258,81.00151,49,78,63.5
193,362,279,83.34086,47,75,61
153,369,284,80.65919,39,83,61
180,385,348,91.25828,42,84,63
189,355,252,79.62017,49,71,60
176,357,261,79.35137,38,63,50.5
185,374,253,81.22504,45,78,61.5
119,362,287,76.74621,48,69,58.5
148,373,257,77.73254,40,75,57.5
150,332,229,71.1252,39,50,44.5
154,362,316,83.13352,45,79,62
156,376,269,80.17092,42,70,56
187,376,321,88.33892,46,82,64
179,365,265,80.81321,43,79,61
172,382,323,87.68871,42,81,61.5
